,round_num,tick,side,team,hp,armor,is_alive,x,y,z,inventory,total_utility,equipment_value_freezetime_end,area_name,seconds,clock_time,t_alive,ct_alive,bomb_planted,map_name,utility_used,player
67137,2,27186,CT,Team2,100,100,True,-1142,311,45,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Incendiary Grenade'}]",2.0,4150,BombsiteB,9,01:46,5,5,False,de_overpass,0.0,Player5
67138,2,27202,CT,Team2,100,100,True,-1111,310,60,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Incendiary Grenade'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",2.0,4150,BombsiteB,9,01:46,5,5,False,de_overpass,0.0,Player5
67139,2,27218,CT,Team2,100,100,True,-1081,308,76,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Incendiary Grenade'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}]",2.0,4150,BombsiteB,10,01:46,5,5,False,de_overpass,0.0,Player5
67140,2,27234,CT,Team2,100,100,True,-1050,307,91,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Incendiary Grenade'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",2.0,4150,BombsiteB,10,01:46,5,5,False,de_overpass,0.0,Player5
67141,2,27250,CT,Team2,100,100,True,-1027,295,96,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Incendiary Grenade'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",2.0,4150,BombsiteB,10,01:46,5,5,False,de_overpass,0.0,Player5
67142,2,27266,CT,Team2,100,100,True,-1008,277,96,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Incendiary Grenade'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",2.0,4150,BombsiteB,10,01:46,5,5,False,de_overpass,1.0,Player5
67143,2,27282,CT,Team2,100,100,True,-991,256,96,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,10,01:45,5,5,False,de_overpass,0.0,Player5
67144,2,27298,CT,Team2,100,100,True,-991,234,96,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}]",1.0,4150,BombsiteB,10,01:45,5,5,False,de_overpass,0.0,Player5
67145,2,27314,CT,Team2,100,100,True,-1001,211,99,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,10,01:45,5,5,False,de_overpass,0.0,Player5
67146,2,27330,CT,Team2,100,100,True,-1008,184,99,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,10,01:45,5,5,False,de_overpass,0.0,Player5
67147,2,27346,CT,Team2,100,100,True,-1016,155,99,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}]",1.0,4150,BombsiteB,11,01:45,5,5,False,de_overpass,0.0,Player5
67148,2,27362,CT,Team2,100,100,True,-1021,124,99,"[{'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}]",1.0,4150,BombsiteB,11,01:45,5,5,False,de_overpass,0.0,Player5
67149,2,27378,CT,Team2,100,100,True,-1025,93,98,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,11,01:45,5,5,False,de_overpass,0.0,Player5
67150,2,27394,CT,Team2,100,100,True,-1028,62,98,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}]",1.0,4150,BombsiteB,11,01:45,5,5,False,de_overpass,0.0,Player5
67151,2,27410,CT,Team2,100,100,True,-1026,32,98,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}]",1.0,4150,BombsiteB,11,01:44,5,5,False,de_overpass,0.0,Player5
67152,2,27426,CT,Team2,100,100,True,-1020,3,98,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,11,01:44,5,5,False,de_overpass,0.0,Player5
67153,2,27442,CT,Team2,100,100,True,-1010,-23,99,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,11,01:44,5,5,False,de_overpass,0.0,Player5
67154,2,27458,CT,Team2,100,100,True,-995,-44,97,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,11,01:44,5,5,False,de_overpass,0.0,Player5
67155,2,27474,CT,Team2,100,100,True,-979,-61,96,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,12,01:44,5,5,False,de_overpass,0.0,Player5
67156,2,27490,CT,Team2,100,100,True,-968,-83,96,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}]",1.0,4150,BombsiteB,12,01:44,5,5,False,de_overpass,0.0,Player5
67157,2,27506,CT,Team2,100,100,True,-958,-106,96,"[{'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}
 {'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}]",1.0,4150,BombsiteB,12,01:44,5,5,False,de_overpass,0.0,Player5
67158,2,27522,CT,Team2,100,100,True,-952,-131,96,"[{'ammo_in_magazine': 12, 'ammo_in_reserve': 24, 'weapon_class': 'Pistols', 'weapon_name': 'USP-S'}
 {'ammo_in_magazine': 25, 'ammo_in_reserve': 90, 'weapon_class': 'Rifle', 'weapon_name': 'FAMAS'}
 {'ammo_in_magazine': 1, 'ammo_in_reserve': 0, 'weapon_class': 'Grenade', 'weapon_name': 'Smoke Grenade'}]",1.0,4150,BombsiteB,12,01:44,5,5,False,de_overpass,0.0,Player5
