,round_num,tick,side,team,hp,armor,is_alive,x,y,z,inventory,total_utility,equipment_value_freezetime_end,area_name,seconds,clock_time,t_alive,ct_alive,bomb_planted,map_name,utility_used,player
77956,16,293384,T,Team2,100,100,True,-724,-3,50,['Pistols'],0.0,950,BombsiteB,51,01:05,4,3,False,de_overpass,0.0,Player5
77957,16,293400,T,Team2,100,100,True,-736,25,56,['Pistols'],0.0,950,BombsiteB,51,01:05,4,3,False,de_overpass,0.0,Player5
77958,16,293416,T,Team2,100,100,True,-746,53,61,['Pistols'],0.0,950,BombsiteB,51,01:04,4,3,False,de_overpass,0.0,Player5
77959,16,293432,T,Team2,100,100,True,-756,82,66,['Pistols'],0.0,950,BombsiteB,51,01:04,4,3,False,de_overpass,0.0,Player5
77960,16,293448,T,Team2,100,100,True,-769,109,73,['Pistols'],0.0,950,BombsiteB,51,01:04,4,3,False,de_overpass,0.0,Player5
77961,16,293464,T,Team2,100,100,True,-788,128,82,['Pistols'],0.0,950,BombsiteB,51,01:04,4,3,False,de_overpass,0.0,Player5
77962,16,293480,T,Team2,100,100,True,-810,148,93,['Pistols'],0.0,950,BombsiteB,52,01:04,4,3,False,de_overpass,0.0,Player5
77963,16,293496,T,Team2,100,100,True,-835,164,96,['Pistols'],0.0,950,BombsiteB,52,01:04,4,3,False,de_overpass,0.0,Player5
77964,16,293512,T,Team2,100,100,True,-861,178,96,['Pistols'],0.0,950,BombsiteB,52,01:04,4,3,False,de_overpass,0.0,Player5
77965,16,293528,T,Team2,100,100,True,-883,198,96,['Pistols'],0.0,950,BombsiteB,52,01:04,4,3,False,de_overpass,0.0,Player5
77966,16,293544,T,Team2,100,100,True,-902,221,96,['Pistols'],0.0,950,BombsiteB,52,01:03,4,3,False,de_overpass,0.0,Player5
77967,16,293560,T,Team2,100,100,True,-918,244,96,['Pistols'],0.0,950,BombsiteB,52,01:03,4,3,False,de_overpass,0.0,Player5
77968,16,293576,T,Team2,100,100,True,-921,249,96,['Pistols'],0.0,950,BombsiteB,52,01:03,4,3,False,de_overpass,0.0,Player5
77969,16,293592,T,Team2,100,100,True,-918,244,96,['Pistols'],0.0,950,BombsiteB,52,01:03,4,3,False,de_overpass,0.0,Player5
77970,16,293608,T,Team2,100,100,True,-923,251,96,['Pistols'],0.0,950,BombsiteB,53,01:03,4,3,False,de_overpass,0.0,Player5
77971,16,293624,T,Team2,100,100,True,-934,267,96,['Pistols'],0.0,950,BombsiteB,53,01:03,4,3,False,de_overpass,0.0,Player5
77972,16,293640,T,Team2,100,100,True,-948,288,96,['Pistols'],0.0,950,BombsiteB,53,01:03,4,3,False,de_overpass,0.0,Player5
77973,16,293656,T,Team2,100,100,True,-964,312,96,['Pistols'],0.0,950,BombsiteB,53,01:03,4,3,False,de_overpass,0.0,Player5
77974,16,293672,T,Team2,100,100,True,-982,335,96,['Pistols'],0.0,950,BombsiteB,53,01:02,4,3,False,de_overpass,0.0,Player5
